1032,GA Newton 8 W,20020820,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1032,GA Newton 8 W,20030806,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1032,GA Newton 8 W,20100120,,,,CR3000
1111,GA Watkinsville 5 SSE,20040430,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1111,GA Watkinsville 5 SSE,20090430,,,,CR3000
1186,HI Hilo 5 S,20050927,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1186,HI Hilo 5 S,20110316,,,,CR3000
1187,HI Mauna Loa 5 NNE,20050927,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1187,HI Mauna Loa 5 NNE,20110317,,,,CR3000
1116,IA Des Moines 17 E,20040915,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1116,IA Des Moines 17 E,20090605,,,,CR3000
1021,ID Arco 17 SW,20030710,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1021,ID Arco 17 SW,20031203,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1021,ID Arco 17 SW,20100919,,,,CR3000
1022,ID Murphy 10 W,20030629,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1022,ID Murphy 10 W,20100919,,,,CR3000
1037,IL Champaign 9 SW,20021220,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1037,IL Champaign 9 SW,20031122,,,,CR23X
1037,IL Champaign 9 SW,20090713,,,,CR3000
1038,IL Shabbona 5 NNE,20030816,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1038,IL Shabbona 5 NNE,20090607,,,,CR3000
1510,IN Bedford 5 WNW,20071003,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1510,IN Bedford 5 WNW,20090712,,,,CR3000
1047,KS Manhattan 6 SSW,20031001,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
